"sig.enrich.motifs"	"final.p.values"	"final.q.values"	"final.enrichments"
"EE"	8.94174182875528e-09	1.10176805439198e-06	9.57415078707539
"CCA1"	5.60278113145288e-06	0.0002813841190463	4.85546218487395
"At3g09600"	5.64188659881024e-08	4.25022123777038e-06	5.54156010230179
"At5g52660"	2.05757586201694e-08	1.86004857926331e-06	6.05131785651946
"At4g01280"	9.75015977338032e-09	1.10176805439198e-06	5.47518040673518
"AT3G10113"	1.25125641497831e-06	7.06959874462747e-05	4.8617761799128
"EPR1"	2.35869882068855e-07	1.52304552421604e-05	6.81126959801957
"RVE1"	1.42188593699274e-05	0.000642692443520721	4.38557874762808
"LHY1"	6.16116100504656e-09	1.10176805439198e-06	4.85546218487395
"LCL1"	3.55671552102839e-09	1.10176805439198e-06	7.04419384334045
