"p.value"	"enrichment"	"gene.table"
"1"	0.200840360578827	1.29046330151586	"AT1G20840"
"2"	0.200840360578827	1.29046330151586	"AT1G30640"
"3"	0.200840360578827	1.29046330151586	"AT1G67720"
"4"	0.200840360578827	1.29046330151586	"AT2G40140"
"5"	0.200840360578827	1.29046330151586	"AT2G42290"
"6"	0.200840360578827	1.29046330151586	"AT2G47680"
"7"	0.200840360578827	1.29046330151586	"AT3G13930"
"8"	0.200840360578827	1.29046330151586	"AT3G27380"
"9"	0.200840360578827	1.29046330151586	"AT3G47930"
"10"	0.200840360578827	1.29046330151586	"AT4G11830"
"11"	0.200840360578827	1.29046330151586	"AT4G20270"
"12"	0.200840360578827	1.29046330151586	"AT4G30350"
"13"	0.200840360578827	1.29046330151586	"AT5G04710"
"14"	0.200840360578827	1.29046330151586	"AT5G53450"
