"p.value"	"enrichment"	"gene.table"
"1"	3.72166476804487e-14	14.3745448386791	"AT1G12900"
"2"	3.72166476804487e-14	14.3745448386791	"AT1G15830"
"3"	3.72166476804487e-14	14.3745448386791	"AT1G21640"
"4"	3.72166476804487e-14	14.3745448386791	"AT1G49840"
"5"	3.72166476804487e-14	14.3745448386791	"AT1G79770"
"6"	3.72166476804487e-14	14.3745448386791	"AT2G41890"
"7"	3.72166476804487e-14	14.3745448386791	"AT3G26310"
"8"	3.72166476804487e-14	14.3745448386791	"AT3G26570"
"9"	3.72166476804487e-14	14.3745448386791	"AT3G45780"
"10"	3.72166476804487e-14	14.3745448386791	"AT3G54720"
"11"	3.72166476804487e-14	14.3745448386791	"AT4G17810"
"12"	3.72166476804487e-14	14.3745448386791	"AT4G34350"
"13"	3.72166476804487e-14	14.3745448386791	"AT5G02760"
"14"	3.72166476804487e-14	14.3745448386791	"AT5G11700"
"15"	3.72166476804487e-14	14.3745448386791	"AT5G11710"
"16"	3.72166476804487e-14	14.3745448386791	"AT5G55590"
