"p.value"	"enrichment"	"gene.table"
"1"	9.96464445174670e-12	16.7518734081529	"AT1G06570"
"2"	9.96464445174670e-12	16.7518734081529	"AT1G32900"
"3"	9.96464445174670e-12	16.7518734081529	"AT1G69160"
"4"	9.96464445174670e-12	16.7518734081529	"AT1G76110"
"5"	9.96464445174670e-12	16.7518734081529	"AT2G24540"
"6"	9.96464445174670e-12	16.7518734081529	"AT2G46830"
"7"	9.96464445174670e-12	16.7518734081529	"AT3G50740"
"8"	9.96464445174670e-12	16.7518734081529	"AT3G50790"
"9"	9.96464445174670e-12	16.7518734081529	"AT4G14300"
"10"	9.96464445174670e-12	16.7518734081529	"AT5G12840"
"11"	9.96464445174670e-12	16.7518734081529	"AT5G12850"
"12"	9.96464445174670e-12	16.7518734081529	"AT5G51720"
