"p.value"	"enrichment"	"gene.table"
"1"	1.09729812637976e-43	12.7965699645613	"AT1G18470"
"2"	1.09729812637976e-43	12.7965699645613	"AT1G20930"
"3"	1.09729812637976e-43	12.7965699645613	"AT1G21670"
"4"	1.09729812637976e-43	12.7965699645613	"AT1G21730"
"5"	1.09729812637976e-43	12.7965699645613	"AT1G21880"
"6"	1.09729812637976e-43	12.7965699645613	"AT1G32860"
"7"	1.09729812637976e-43	12.7965699645613	"AT1G34350"
"8"	1.09729812637976e-43	12.7965699645613	"AT1G49540"
"9"	1.09729812637976e-43	12.7965699645613	"AT1G62430"
"10"	1.09729812637976e-43	12.7965699645613	"AT1G64650"
"11"	1.09729812637976e-43	12.7965699645613	"AT1G72160"
"12"	1.09729812637976e-43	12.7965699645613	"AT2G14080"
"13"	1.09729812637976e-43	12.7965699645613	"AT2G21790"
"14"	1.09729812637976e-43	12.7965699645613	"AT2G28720"
"15"	1.09729812637976e-43	12.7965699645613	"AT2G33500"
"16"	1.09729812637976e-43	12.7965699645613	"AT2G34090"
"17"	1.09729812637976e-43	12.7965699645613	"AT2G34570"
"18"	1.09729812637976e-43	12.7965699645613	"AT2G34640"
"19"	1.09729812637976e-43	12.7965699645613	"AT2G37585"
"20"	1.09729812637976e-43	12.7965699645613	"AT2G48060"
"21"	1.09729812637976e-43	12.7965699645613	"AT3G05130"
"22"	1.09729812637976e-43	12.7965699645613	"AT3G06980"
"23"	1.09729812637976e-43	12.7965699645613	"AT3G07630"
"24"	1.09729812637976e-43	12.7965699645613	"AT3G09210"
"25"	1.09729812637976e-43	12.7965699645613	"AT3G17830"
"26"	1.09729812637976e-43	12.7965699645613	"AT3G21300"
"27"	1.09729812637976e-43	12.7965699645613	"AT3G27300"
"28"	1.09729812637976e-43	12.7965699645613	"AT3G29320"
"29"	1.09729812637976e-43	12.7965699645613	"AT3G29400"
"30"	1.09729812637976e-43	12.7965699645613	"AT3G53990"
"31"	1.09729812637976e-43	12.7965699645613	"AT3G54790"
"32"	1.09729812637976e-43	12.7965699645613	"AT3G59870"
"33"	1.09729812637976e-43	12.7965699645613	"AT3G61360"
"34"	1.09729812637976e-43	12.7965699645613	"AT4G02550"
"35"	1.09729812637976e-43	12.7965699645613	"AT4G09020"
"36"	1.09729812637976e-43	12.7965699645613	"AT4G12070"
"37"	1.09729812637976e-43	12.7965699645613	"AT4G20020"
"38"	1.09729812637976e-43	12.7965699645613	"AT4G20430"
"39"	1.09729812637976e-43	12.7965699645613	"AT4G25970"
"40"	1.09729812637976e-43	12.7965699645613	"AT4G27010"
"41"	1.09729812637976e-43	12.7965699645613	"AT4G29510"
"42"	1.09729812637976e-43	12.7965699645613	"AT4G30660"
"43"	1.09729812637976e-43	12.7965699645613	"AT4G35790"
"44"	1.09729812637976e-43	12.7965699645613	"AT4G39170"
"45"	1.09729812637976e-43	12.7965699645613	"AT5G02190"
"46"	1.09729812637976e-43	12.7965699645613	"AT5G10790"
"47"	1.09729812637976e-43	12.7965699645613	"AT5G11040"
"48"	1.09729812637976e-43	12.7965699645613	"AT5G14970"
"49"	1.09729812637976e-43	12.7965699645613	"AT5G18440"
"50"	1.09729812637976e-43	12.7965699645613	"AT5G40480"
"51"	1.09729812637976e-43	12.7965699645613	"AT5G46920"
"52"	1.09729812637976e-43	12.7965699645613	"AT5G48310"
"53"	1.09729812637976e-43	12.7965699645613	"AT5G49760"
"54"	1.09729812637976e-43	12.7965699645613	"AT5G62640"
"55"	1.09729812637976e-43	12.7965699645613	"AT5G64330"
