"p.value"	"enrichment"	"gene.table"
"1"	0.621379280055056	0.948628425518569	"AT1G17460"
"2"	0.621379280055056	0.948628425518569	"AT1G53645"
"3"	0.621379280055056	0.948628425518569	"AT2G04530"
"4"	0.621379280055056	0.948628425518569	"AT2G15050"
"5"	0.621379280055056	0.948628425518569	"AT2G26900"
"6"	0.621379280055056	0.948628425518569	"AT3G02010"
"7"	0.621379280055056	0.948628425518569	"AT3G03060"
"8"	0.621379280055056	0.948628425518569	"AT3G06860"
"9"	0.621379280055056	0.948628425518569	"AT3G10690"
"10"	0.621379280055056	0.948628425518569	"AT3G52870"
"11"	0.621379280055056	0.948628425518569	"AT4G03080"
"12"	0.621379280055056	0.948628425518569	"AT4G39190"
"13"	0.621379280055056	0.948628425518569	"AT5G13840"
"14"	0.621379280055056	0.948628425518569	"AT5G36890"
"15"	0.621379280055056	0.948628425518569	"AT5G42650"
"16"	0.621379280055056	0.948628425518569	"AT5G67500"
