"p.value"	"enrichment"	"gene.table"
"1"	0.379927188364606	1.10308459223762	"AT1G18470"
"2"	0.379927188364606	1.10308459223762	"AT1G20930"
"3"	0.379927188364606	1.10308459223762	"AT1G21730"
"4"	0.379927188364606	1.10308459223762	"AT2G34090"
"5"	0.379927188364606	1.10308459223762	"AT2G34570"
"6"	0.379927188364606	1.10308459223762	"AT3G06980"
"7"	0.379927188364606	1.10308459223762	"AT3G07630"
"8"	0.379927188364606	1.10308459223762	"AT3G17830"
"9"	0.379927188364606	1.10308459223762	"AT3G27300"
"10"	0.379927188364606	1.10308459223762	"AT3G54790"
"11"	0.379927188364606	1.10308459223762	"AT3G59870"
"12"	0.379927188364606	1.10308459223762	"AT3G61360"
"13"	0.379927188364606	1.10308459223762	"AT4G02550"
"14"	0.379927188364606	1.10308459223762	"AT4G25970"
"15"	0.379927188364606	1.10308459223762	"AT5G18440"
"16"	0.379927188364606	1.10308459223762	"AT5G48310"
