"p.value"	"enrichment"	"gene.table"
"1"	1.86619753611422e-09	12.3991609594507	"AT1G48320"
"2"	1.86619753611422e-09	12.3991609594507	"AT2G01420"
"3"	1.86619753611422e-09	12.3991609594507	"AT2G42290"
"4"	1.86619753611422e-09	12.3991609594507	"AT2G47680"
"5"	1.86619753611422e-09	12.3991609594507	"AT3G16940"
"6"	1.86619753611422e-09	12.3991609594507	"AT3G21240"
"7"	1.86619753611422e-09	12.3991609594507	"AT3G26680"
"8"	1.86619753611422e-09	12.3991609594507	"AT4G15545"
"9"	1.86619753611422e-09	12.3991609594507	"AT4G39070"
"10"	1.86619753611422e-09	12.3991609594507	"AT5G13550"
"11"	1.86619753611422e-09	12.3991609594507	"AT5G39580"
