"p.value"	"enrichment"	"gene.table"
"1"	1.45279932601872e-15	12.6768159675667	"AT1G02460"
"2"	1.45279932601872e-15	12.6768159675667	"AT1G08610"
"3"	1.45279932601872e-15	12.6768159675667	"AT1G12990"
"4"	1.45279932601872e-15	12.6768159675667	"AT1G29940"
"5"	1.45279932601872e-15	12.6768159675667	"AT1G47890"
"6"	1.45279932601872e-15	12.6768159675667	"AT1G53100"
"7"	1.45279932601872e-15	12.6768159675667	"AT2G16790"
"8"	1.45279932601872e-15	12.6768159675667	"AT2G17250"
"9"	1.45279932601872e-15	12.6768159675667	"AT3G11250"
"10"	1.45279932601872e-15	12.6768159675667	"AT3G25140"
"11"	1.45279932601872e-15	12.6768159675667	"AT3G47380"
"12"	1.45279932601872e-15	12.6768159675667	"AT3G47530"
"13"	1.45279932601872e-15	12.6768159675667	"AT3G57870"
"14"	1.45279932601872e-15	12.6768159675667	"AT4G12600"
"15"	1.45279932601872e-15	12.6768159675667	"AT4G15955"
"16"	1.45279932601872e-15	12.6768159675667	"AT4G25240"
"17"	1.45279932601872e-15	12.6768159675667	"AT5G02820"
"18"	1.45279932601872e-15	12.6768159675667	"AT5G09840"
"19"	1.45279932601872e-15	12.6768159675667	"AT5G58960"
