"p.value"	"enrichment"	"gene.table"
"1"	0.747694966974971	0.880805756474387	"AT1G04650"
"2"	0.747694966974971	0.880805756474387	"AT1G14440"
"3"	0.747694966974971	0.880805756474387	"AT1G31850"
"4"	0.747694966974971	0.880805756474387	"AT1G56650"
"5"	0.747694966974971	0.880805756474387	"AT1G59990"
"6"	0.747694966974971	0.880805756474387	"AT2G34650"
"7"	0.747694966974971	0.880805756474387	"AT3G02060"
"8"	0.747694966974971	0.880805756474387	"AT3G10410"
"9"	0.747694966974971	0.880805756474387	"AT3G15020"
"10"	0.747694966974971	0.880805756474387	"AT3G54750"
"11"	0.747694966974971	0.880805756474387	"AT3G63170"
"12"	0.747694966974971	0.880805756474387	"AT5G01850"
"13"	0.747694966974971	0.880805756474387	"AT5G02490"
"14"	0.747694966974971	0.880805756474387	"AT5G03720"
"15"	0.747694966974971	0.880805756474387	"AT5G08510"
"16"	0.747694966974971	0.880805756474387	"AT5G13270"
"17"	0.747694966974971	0.880805756474387	"AT5G17520"
"18"	0.747694966974971	0.880805756474387	"AT5G49160"
"19"	0.747694966974971	0.880805756474387	"AT5G65630"
