"p.value"	"enrichment"	"gene.table"
"1"	0.00826749614892158	2.07971059171871	"AT1G11130"
"2"	0.00826749614892158	2.07971059171871	"AT2G01060"
"3"	0.00826749614892158	2.07971059171871	"AT2G14170"
"4"	0.00826749614892158	2.07971059171871	"AT3G49350"
"5"	0.00826749614892158	2.07971059171871	"AT4G16430"
"6"	0.00826749614892158	2.07971059171871	"AT4G24470"
"7"	0.00826749614892158	2.07971059171871	"AT4G36210"
"8"	0.00826749614892158	2.07971059171871	"AT5G19380"
"9"	0.00826749614892158	2.07971059171871	"AT5G39350"
"10"	0.00826749614892158	2.07971059171871	"AT5G46520"
"11"	0.00826749614892158	2.07971059171871	"AT5G52840"
"12"	0.00826749614892158	2.07971059171871	"AT5G54930"
"13"	0.00826749614892158	2.07971059171871	"AT5G62680"
"14"	0.00826749614892158	2.07971059171871	"AT5G66950"
