"p.value"	"enrichment"	"gene.table"
"1"	0.364476428255844	1.11451552065459	"AT1G05570"
"2"	0.364476428255844	1.11451552065459	"AT1G60440"
"3"	0.364476428255844	1.11451552065459	"AT1G61360"
"4"	0.364476428255844	1.11451552065459	"AT1G61420"
"5"	0.364476428255844	1.11451552065459	"AT1G64330"
"6"	0.364476428255844	1.11451552065459	"AT2G01420"
"7"	0.364476428255844	1.11451552065459	"AT2G22660"
"8"	0.364476428255844	1.11451552065459	"AT2G28085"
"9"	0.364476428255844	1.11451552065459	"AT3G16940"
"10"	0.364476428255844	1.11451552065459	"AT3G26680"
"11"	0.364476428255844	1.11451552065459	"AT4G00040"
"12"	0.364476428255844	1.11451552065459	"AT4G33430"
"13"	0.364476428255844	1.11451552065459	"AT5G20960"
"14"	0.364476428255844	1.11451552065459	"AT5G39580"
"15"	0.364476428255844	1.11451552065459	"AT5G56870"
"16"	0.364476428255844	1.11451552065459	"AT5G57830"
