"p.value"	"enrichment"	"gene.table"
"1"	1.78739265339432e-07	9.16558730244059	"AT1G02500"
"2"	1.78739265339432e-07	9.16558730244059	"AT1G50320"
"3"	1.78739265339432e-07	9.16558730244059	"AT1G69580"
"4"	1.78739265339432e-07	9.16558730244059	"AT1G70250"
"5"	1.78739265339432e-07	9.16558730244059	"AT3G19480"
"6"	1.78739265339432e-07	9.16558730244059	"AT3G26650"
"7"	1.78739265339432e-07	9.16558730244059	"AT3G44630"
"8"	1.78739265339432e-07	9.16558730244059	"AT4G38430"
"9"	1.78739265339432e-07	9.16558730244059	"AT5G03680"
"10"	1.78739265339432e-07	9.16558730244059	"AT5G41350"
