"p.value"	"enrichment"	"gene.table"
"1"	5.87810736113619e-30	16.5436318878859	"AT1G11130"
"2"	5.87810736113619e-30	16.5436318878859	"AT1G11960"
"3"	5.87810736113619e-30	16.5436318878859	"AT1G13210"
"4"	5.87810736113619e-30	16.5436318878859	"AT1G31850"
"5"	5.87810736113619e-30	16.5436318878859	"AT1G67810"
"6"	5.87810736113619e-30	16.5436318878859	"AT1G78995"
"7"	5.87810736113619e-30	16.5436318878859	"AT1G80290"
"8"	5.87810736113619e-30	16.5436318878859	"AT2G01060"
"9"	5.87810736113619e-30	16.5436318878859	"AT2G14170"
"10"	5.87810736113619e-30	16.5436318878859	"AT3G05970"
"11"	5.87810736113619e-30	16.5436318878859	"AT3G10410"
"12"	5.87810736113619e-30	16.5436318878859	"AT3G26782"
"13"	5.87810736113619e-30	16.5436318878859	"AT3G49350"
"14"	5.87810736113619e-30	16.5436318878859	"AT3G63170"
"15"	5.87810736113619e-30	16.5436318878859	"AT4G03010"
"16"	5.87810736113619e-30	16.5436318878859	"AT4G13510"
"17"	5.87810736113619e-30	16.5436318878859	"AT4G16430"
"18"	5.87810736113619e-30	16.5436318878859	"AT4G17140"
"19"	5.87810736113619e-30	16.5436318878859	"AT4G24470"
"20"	5.87810736113619e-30	16.5436318878859	"AT4G35750"
"21"	5.87810736113619e-30	16.5436318878859	"AT4G36210"
"22"	5.87810736113619e-30	16.5436318878859	"AT5G13270"
"23"	5.87810736113619e-30	16.5436318878859	"AT5G19380"
"24"	5.87810736113619e-30	16.5436318878859	"AT5G20935"
"25"	5.87810736113619e-30	16.5436318878859	"AT5G39350"
"26"	5.87810736113619e-30	16.5436318878859	"AT5G46520"
"27"	5.87810736113619e-30	16.5436318878859	"AT5G52190"
"28"	5.87810736113619e-30	16.5436318878859	"AT5G52840"
"29"	5.87810736113619e-30	16.5436318878859	"AT5G54930"
"30"	5.87810736113619e-30	16.5436318878859	"AT5G61510"
"31"	5.87810736113619e-30	16.5436318878859	"AT5G62680"
"32"	5.87810736113619e-30	16.5436318878859	"AT5G66320"
"33"	5.87810736113619e-30	16.5436318878859	"AT5G66950"
