"p.value"	"enrichment"	"gene.table"
"1"	0.0118220414256476	2.04930430518687	"AT1G09070"
"2"	0.0118220414256476	2.04930430518687	"AT1G23390"
"3"	0.0118220414256476	2.04930430518687	"AT1G66180"
"4"	0.0118220414256476	2.04930430518687	"AT2G01850"
"5"	0.0118220414256476	2.04930430518687	"AT2G36950"
"6"	0.0118220414256476	2.04930430518687	"AT3G11700"
"7"	0.0118220414256476	2.04930430518687	"AT3G24550"
"8"	0.0118220414256476	2.04930430518687	"AT3G50790"
"9"	0.0118220414256476	2.04930430518687	"AT3G56360"
"10"	0.0118220414256476	2.04930430518687	"AT3G62980"
"11"	0.0118220414256476	2.04930430518687	"AT4G00730"
"12"	0.0118220414256476	2.04930430518687	"AT5G13100"
"13"	0.0118220414256476	2.04930430518687	"AT5G42100"
